"entry_id","entry_date","distributor_code","story_id","timestamp","headline","symbol_1","symbol_2","symbol_3","symbol_4","symbol_5","symbol_6","symbol_7","symbol_8","symbol_9","symbol_10","url"
39833,"2021-09-27","RTK",22468852498,"2021-09-27 01:08:24","Japan Jul Lagging Index 95.3 Vs. 94.2 In June","JPY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468852498.html"
39834,"2021-09-27","RTK",22468852717,"2021-09-27 01:11:14","Finland Sept Manufacturing Confidence 21.0 Vs. Vs. 22.0 In ...","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468852717.html"
39835,"2021-09-27","RTB",22468852901,"2021-09-27 01:16:44","France's BIOCORP, Novo Nordisk In Deal To Develop Mallya Sm...","NVO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468852901.html"
39836,"2021-09-27","CBW",22468856408,"2021-09-27 01:30:24","Sensorion Reports 2021 First Half Results","ALSEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468856408.html"
39837,"2021-09-27","CPZ",22468856409,"2021-09-27 01:30:24","Nicox First Half 2021 Financial Results and Business Update","COX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468856409.html"
39838,"2021-09-27","RTB",22468858428,"2021-09-27 01:59:54","Nicox Group H1 Net Loss EUR 11.7 Mln Vs Loss Of EUR 14.6 Ml...",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858428.html"
39839,"2021-09-27","CPZ",22468858463,"2021-09-27 02:00:24","PilgrimU+00E2U+0080U+0099s Pride Announces Closure of Kerry Consume...","PPC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858463.html"
39840,"2021-09-27","CPZ",22468858464,"2021-09-27 02:00:24","Evelo Biosciences Announces Positive Phase 2 Clinical Data with EDP...","EVLO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858464.html"
39841,"2021-09-27","CPR",22468858559,"2021-09-27 02:01:34","Markel Corporation and Markel CATCo Announce Buy-Out Transaction Offering ","MKL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858559.html"
39842,"2021-09-27","CPR",22468858558,"2021-09-27 02:01:34","Hikma strengthens US Injectables business through acquisition of Custopharm","HIK","HKMPY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858558.html"
39843,"2021-09-27","CBW",22468858595,"2021-09-27 02:02:24","VFMCRP announces approval for TAVNEOS(r) (avacopan) for the treatme...","VIFN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858595.html"
39844,"2021-09-27","RTK",22468858605,"2021-09-27 02:03:14","Denmark Aug Retail Sales -0.4% On Month Vs. -0.1% In July","DKK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858605.html"
39845,"2021-09-27","RTC",22468858726,"2021-09-27 02:08:24","Lilly Recalls One Lot Of GLUCAGON Emergency Kit","LLY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858726.html"
39846,"2021-09-27","RTB",22468858727,"2021-09-27 02:08:34","Hikma Pharma To Acquire Custopharm From Water Street Health...","HIK","HKMPY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858727.html"
39847,"2021-09-27","CPR",22468858796,"2021-09-27 02:11:24","ASSA ABLOY to acquire Arran Isle Ltd in the UK","ASSAB","ASAZY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468858796.html"
39848,"2021-09-27","RTB",22468859000,"2021-09-27 02:16:44","Vifor Fresenius : Japan Approves TAVNEOS For Treatment Of A...","VIFN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468859000.html"
39849,"2021-09-27","RTB",22468861463,"2021-09-27 02:18:34","ASSA ABLOY To Acquire Arran Isle Ltd In UK; Deal Expected T...","ASSAB","ASAZY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468861463.html"
39850,"2021-09-27","BEN",22468861535,"2021-09-27 02:21:14","BacTech Announces Growth Plans to Expand IP and Commercial Bioleach...","BCCEF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468861535.html"
39851,"2021-09-27","BEN",22468861534,"2021-09-27 02:21:14","Sitka Drills 20.3 Metres of 1.65 g/t Gold at RC Gold in Yukon","SITKF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468861534.html"
39852,"2021-09-27","CPR",22468861588,"2021-09-27 02:22:14","Timetable for the automatic redemption procedure in Electrolux","ELUXA","ELUXY","ELUXB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468861588.html"
39853,"2021-09-27","RTB",22468861891,"2021-09-27 02:30:14","Workspace Group Acquires Stapleton House For U+00C2U+00A343...",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468861891.html"
39854,"2021-09-27","CPR",22468861924,"2021-09-27 02:30:54","First Procedure in Asia-Pacific Performed with Medtronic Hugo(tm) ","MDT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468861924.html"
39855,"2021-09-27","RTK",22468862391,"2021-09-27 02:39:26","BoJ Chief: Even Though Inflation Rise Gradually Towards FY ...","JPY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468862391.html"
39856,"2021-09-27","RTB",22468862594,"2021-09-27 02:42:36","Medtronic, Apollo Hospitals Announce First Clinical Procedu...","MDT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468862594.html"
39857,"2021-09-27","BEN",22468862596,"2021-09-27 02:43:06","Cathie Wood Buys Another $6.5M In Robinhood, $6.3M In Peloton","BZETF","HOOD","PTON","ARKK","ARKF","ARKW","DNA","U",NULL,NULL,"192.168.68.204/22468862596.html"
39858,"2021-09-27","BEN",22468864396,"2021-09-27 02:59:16","Tesla, Apple Face Supply-Chain Woes Ahead Of Peak Season As China T...","AAPL","NVDA","TSLA","INTC","QCOM",NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864396.html"
39859,"2021-09-27","CBW",22468864452,"2021-09-27 03:00:26","Japan's MHLW Approves PADCEV(r) (enfortumab vedotin) for Advanced U...","SGEN","4503",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864452.html"
39860,"2021-09-27","CPR",22468864492,"2021-09-27 03:00:56","Japan's MHLW Approves PADCEV(r) (enfortumab vedotin) for Advanced Urothelial ","4503","ALPMY","SGEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864492.html"
39861,"2021-09-27","CPR",22468864568,"2021-09-27 03:01:48","Vaping Company RLX Releases Its Second Corporate Social Responsibility Report","RLX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864568.html"
39862,"2021-09-27","RTB",22468864629,"2021-09-27 03:03:18","Astellas Pharma Says Japan's MHLW Approves PADCEV For Advan...","ALPMY","SGEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864629.html"
39863,"2021-09-27","RTB",22468864676,"2021-09-27 03:04:58","Evelo Biosciences Announces Positive Phase 2 Clinical Data ...","EVLO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864676.html"
39864,"2021-09-27","RTK",22468864751,"2021-09-27 03:06:38","Spain Aug Producer Prices Up 18% On Year Vs. 15.6% In July","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864751.html"
39865,"2021-09-27","RTK",22468864929,"2021-09-27 03:08:18","Spain Aug Producer Prices Rise 1.9% On Month Vs. 2% In July","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864929.html"
39866,"2021-09-27","RTK",22468864933,"2021-09-27 03:09:48","Finland Consumer Sentiment Improves, Industrial Confidence","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468864933.html"
39867,"2021-09-27","BEN",22468865011,"2021-09-27 03:10:48","Pfizer CEO Says People Needing COVID-19 Vaccines Every Year Is The ...","BNTX","MRNA","PFE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468865011.html"
39868,"2021-09-27","RTB",22468868197,"2021-09-27 03:15:28","Holcim Closes Bolt-on Acquisitions In US And Poland","FCU",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468868197.html"
39869,"2021-09-27","CPR",22468868457,"2021-09-27 03:18:48","Munters signs strategic turnkey project to design and build Scandinavian ","MTRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468868457.html"
39870,"2021-09-27","RTB",22468868547,"2021-09-27 03:20:48","Munters Signs Strategic Turnkey Project To Build Lithium Ba...","MTRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468868547.html"
39871,"2021-09-27","RTB",22468875382,"2021-09-27 03:26:18","BASF And Sanyo Chemical Sign MoU For Collaboration Of PUDs ...",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468875382.html"
39872,"2021-09-27","CPR",22468875627,"2021-09-27 03:30:48","MINDCURE Launches ""Desire Project"" To Treat Female Hypoactive Sexual Desire ","MCURF","MCUR","6MH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468875627.html"
39873,"2021-09-27","RTK",22468875801,"2021-09-27 03:36:08","Japan Leading Index Decreases As Estimated In July","JPY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468875801.html"
39874,"2021-09-27","RTB",22468891479,"2021-09-27 03:37:38","BASF, Sanyo Chemical Enter Collaboration To Create Advanced...",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468891479.html"
39875,"2021-09-27","RTB",22468891540,"2021-09-27 03:40:28","Astellas Pharma, Seagen: Japan's MHLW Oks PADCEV For Advanc...","ALPMY","SGEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468891540.html"
39876,"2021-09-27","RTK",22468891582,"2021-09-27 03:40:58","Sweden August Household Leading Growth 6.4% On Year","SEK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468891582.html"
39877,"2021-09-27","RTB",22468892371,"2021-09-27 03:57:10","Kerry Completes Sale Of Food And Meals Business To Pilgrim's",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468892371.html"
39878,"2021-09-27","CPZ",22468892456,"2021-09-27 04:00:28","InterDigital Names Rob Stien Chief Communications and Public Policy...","IDCC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468892456.html"
39879,"2021-09-27","CPR",22468892526,"2021-09-27 04:00:48","Clever Culture Systems Appoints Thermo Fisher Scientific as Exclusive US ","LBT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468892526.html"
39880,"2021-09-27","CBW",22468896383,"2021-09-27 04:03:28","PMI Calls for Science-Based Discourse on Smoke-Free Alternatives","PM","PMI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468896383.html"
39881,"2021-09-27","RTK",22468896524,"2021-09-27 04:07:38","Eurozone Aug M3 Money Supply Up 7.9% On Year Vs. 7.6% In Ju...","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468896524.html"
39882,"2021-09-27","RTK",22468896932,"2021-09-27 04:08:58","Eurozone Aug Credit To Private Sector Up 3.1% Annually Vs. ...","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468896932.html"
39883,"2021-09-27","BEN",22468897077,"2021-09-27 04:13:28","Ford CEO Says EVs Remain Beyond Reach Of Average Buyers U+00E2U+008...","F","TSLA","GM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468897077.html"
39884,"2021-09-27","CPZ",22468897131,"2021-09-27 04:15:28","World Economic Form awards Schneider Electric Lexington, Kentucky S...","SU",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468897131.html"
39885,"2021-09-27","RTK",22468897139,"2021-09-27 04:15:48","Taiwan Aug Industrial Production +13.69% On Year Vs. +14.36...","TWD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468897139.html"
39886,"2021-09-27","CPR",22468897141,"2021-09-27 04:15:48","Flex Factory in Althofen, Austria Admitted into World Economic Forum Global ","FLEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468897141.html"
39887,"2021-09-27","RTK",22468897250,"2021-09-27 04:16:38","Taiwan Aug Industrial Production -0.98% On Month Vs. -1.32%...","TWD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468897250.html"
39888,"2021-09-27","RTK",22468897337,"2021-09-27 04:18:48","Taiwan August Retail Sales Down 4.3% On Year","TWD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468897337.html"
39889,"2021-09-27","BEN",22468902315,"2021-09-27 04:21:48","Tesla, Apple Face Supply-Chain Woes Ahead Of Peak Season As China T...","AAPL","NVDA","TSLA","INTC","QCOM",NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468902315.html"
39890,"2021-09-27","BEN",22468902628,"2021-09-27 04:29:28","Keybanc Maintains Overweight on Federal Signal, Lowers Price Target...",NULL,"FSS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468902628.html"
39891,"2021-09-27","BEN",22468902724,"2021-09-27 04:31:38","Keybanc Maintains Overweight on MSC Industrial Direct Co, Lowers Pr...",NULL,"MSM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468902724.html"
39892,"2021-09-27","BEN",22468902875,"2021-09-27 04:33:18","Keybanc Maintains Overweight on NN, Lowers Price Target to $8",NULL,"NNBR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468902875.html"
39893,"2021-09-27","BEN",22468903154,"2021-09-27 04:39:38","Google Turns 23 And Celebrates Birthday With A Cake Doodle. Here Ar...","AAPL","AMZN","FB","GOOG","GOOGL","MSFT","TSLA",NULL,NULL,NULL,"192.168.68.204/22468903154.html"
39894,"2021-09-27","BEN",22468903253,"2021-09-27 04:42:08","Google Turns 23 And Celebrates Birthday With A Cake Doodle. Here Ar...","AAPL","AMZN","FB","GOOG","GOOGL","MSFT","TSLA",NULL,NULL,NULL,"192.168.68.204/22468903253.html"
39895,"2021-09-27","BEN",22468903312,"2021-09-27 04:43:48","Keybanc Maintains Overweight on Park-Ohio Hldgs, Lowers Price Targe...",NULL,"PKOH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468903312.html"
39896,"2021-09-27","RTK",22468908261,"2021-09-27 04:45:18","Italy Aug Non-EU Trade Surplus EUR 1.58 Bln Vs. EUR 3.581 B...","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468908261.html"
39897,"2021-09-27","BEN",22468908302,"2021-09-27 04:46:18","Keybanc Maintains Overweight on Terex, Lowers Price Target to $54",NULL,"TEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468908302.html"
39898,"2021-09-27","RTK",22468908464,"2021-09-27 04:48:58","Eurozone M3 Growth Rises; Credit To Private Sector Rises At...","EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468908464.html"
39899,"2021-09-27","BEN",22468908778,"2021-09-27 04:50:28","Raymond James Downgrades Altice USA to Market Perform",NULL,"ATUS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468908778.html"
39900,"2021-09-27","BEN",22468908847,"2021-09-27 04:52:28","Goldman Sachs Downgrades Lordstown Motors to Sell, Announces $5 Pri...",NULL,"RIDE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468908847.html"
39901,"2021-09-27","BEN",22468908962,"2021-09-27 04:54:28","Goldman Sachs Upgrades Valeo to Neutral",NULL,"VLEEY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468908962.html"
39902,"2021-09-27","RTK",22468908971,"2021-09-27 04:54:58","Denmark Retail Sales Fall For Third Month","DKK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468908971.html"
39903,"2021-09-27","BEN",22468909028,"2021-09-27 04:55:48","Goldman Sachs Upgrades National Instruments to Buy, Raises Price Ta...",NULL,"NATI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468909028.html"
39904,"2021-09-27","BEN",22468909057,"2021-09-27 04:57:08","Piper Sandler Downgrades Northfield Bancorp to Neutral, Announces $...",NULL,"NFBK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468909057.html"
39905,"2021-09-27","BEN",22468909214,"2021-09-27 04:58:18","JP Morgan Initiates Coverage On Airbnb with Neutral Rating, Announc...",NULL,"ABNB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468909214.html"
39906,"2021-09-27","BEN",22468910980,"2021-09-27 05:00:18","Wall Street Journal Reported Sunday Gores Guggenheim SPAC Nears Dea...",NULL,NULL,"GGPI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468910980.html"
39907,"2021-09-27","BEN",22468911011,"2021-09-27 05:00:28","JP Morgan Upgrades Icon to Overweight, Raises Price Target to $320",NULL,"ICLR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468911011.html"
39908,"2021-09-27","CPZ",22468911002,"2021-09-27 05:00:28","CIB Marine Bancshares, Inc. Announces Results of Shareholder Meetings","CIBH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468911002.html"
39909,"2021-09-27","CPZ",22468911003,"2021-09-27 05:00:28","Aurora Mobile Receives Wide Attention and Positive Appraisal on Sma...","JG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468911003.html"
39910,"2021-09-27","CPR",22468911048,"2021-09-27 05:00:58","Sartorius to expand Business Operations in North America","SRT","SRT3","SUVPF","SARTF","0NIR","0NIQ",NULL,NULL,NULL,NULL,"192.168.68.204/22468911048.html"
39911,"2021-09-27","CPR",22468911043,"2021-09-27 05:00:58","AGM Group Holdings, Inc. and HighSharp (Shenzhen Gaorui) Electronic Technology ","AGMH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468911043.html"
39912,"2021-09-27","RTB",22468911192,"2021-09-27 05:01:49","AGM Group Holdings And HighSharp (Shenzhen Gaorui) Electron...","AGMH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468911192.html"
39913,"2021-09-27","BEN",22468911191,"2021-09-27 05:01:49","Earnings Scheduled For September 27, 2021",NULL,"ACB","AYTU","CNXC","GLBS","IBIO","IPW","PUYI","SANW",NULL,"192.168.68.204/22468911191.html"
39914,"2021-09-27","BEN",22468911356,"2021-09-27 05:02:29","Broker Superscript Says Amazon to Start Offering Insurance to Busin...",NULL,"AMZN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468911356.html"
39915,"2021-09-27","RTB",22468911562,"2021-09-27 05:03:09","Sartorius To Open State-of-the Art Plant In Ann Arbor In La...","SRT","SRT3","SUVPF","SARTF","0NIR","0NIQ",NULL,NULL,NULL,NULL,"192.168.68.204/22468911562.html"
39916,"2021-09-27","BEN",22468911572,"2021-09-27 05:03:19","JP Morgan Downgrades Zymergen to Underweight, Announces $12 Price T...",NULL,"ZY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468911572.html"
39917,"2021-09-27","BEN",22468911570,"2021-09-27 05:03:19","Google Turns 23 And Celebrates Birthday With A Cake Doodle. Here Ar...","AMZN","FB","GOOG","GOOGL","MSFT","AAPL","TSLA",NULL,NULL,NULL,"192.168.68.204/22468911570.html"
39918,"2021-09-27","BEN",22468917150,"2021-09-27 05:04:49","MINISO Group Announced Acquisition of Remaining 80% Stake in JV for...",NULL,"MNSO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468917150.html"
39919,"2021-09-27","BEN",22468917164,"2021-09-27 05:04:49","Google Turns 23 And Celebrates Birthday With A Cake Doodle: Here Ar...","AMZN","FB","GOOG","GOOGL","MSFT","AAPL","TSLA",NULL,NULL,NULL,"192.168.68.204/22468917164.html"
39920,"2021-09-27","BEN",22468917822,"2021-09-27 05:05:29","JP Morgan Downgrades Talis Biomedical to Underweight, Lowers Price ...",NULL,"TLIS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468917822.html"
39921,"2021-09-27","BEN",22468918424,"2021-09-27 05:07:39","Jefferies Initiates Coverage On Kinnate Biopharma with Buy Rating, ...",NULL,"KNTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468918424.html"
39922,"2021-09-27","BEN",22468918802,"2021-09-27 05:08:49","JP Morgan Initiates Coverage On Omeros with Neutral Rating, Announc...",NULL,"OMER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468918802.html"
39923,"2021-09-27","BEN",22468918816,"2021-09-27 05:09:19","Nebula Brands Says Acquired 150+ Potential Amazon Brands",NULL,"AMZN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468918816.html"
39924,"2021-09-27","BEN",22468918956,"2021-09-27 05:11:19","Telsey Advisory Group Maintains Market Perform on Bed Bath & Beyond...",NULL,"BBBY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468918956.html"
39925,"2021-09-27","BEN",22468919182,"2021-09-27 05:12:29","Needham Maintains Buy on InMode, Raises Price Target to $206",NULL,"INMD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.168.68.204/22468919182.html"
